		MRS broth		Tomato juice			Wheat flour hydrolyzate			Pineapple juice			Drosophila sp. Extract			Faecal extract						Bee Extract			Olive Extract			Cheese broth	MRS broth								
GeneSymbol	GeneName	WCFS1_MRS	LB16_MRS	TJ22	TJ20	TJ19	WFH19	WFH20	WFH1W	PJ16	PJ20	PJ1	DE12	DE12II	DE24	FEO3	FEO13	FEO17	FEV3	FEV11	FEV21	BEE1ST	BEE2ST	BEE3ST	OE1	OE2	OE3	CB5	FEV11_MRS	FEO3_MRS	DE12_MRS	CB5_MRS	OE1_MRS	WFH19_MRS	TJ22_MRS	PJ16_MRS	BEE1ST_MRS
gene:lp_2006	ISP2_3	23.5121	50.4243	58.1807	48.7603	56.0793	87.4775	140.053	183.611	18.3374	91.9475	113.34	67.9583	64.162	81.8269	6.33687	335.293	409.102	33.754	334.156	288.732	202.199	216.774	204.091	51.8	90.0242	103.499	76.4625	170.522	1.26626	138.777	36.3948	11.7772	54.569	44.4799	5.85447	57.7178
gene:lp_2007	ISP1-5M	61.8968	0	3.07772	16.0526	0.992921	128.986	115.954	0	45.8852	0	0	0	15.7546	0	0	27.405	9.08652	5.96104	0	6.99171	58.6298	56.1767	27.4107	90.7826	102.557	132.032	4.30258	3.51973	6.30905	32.1651	1.59623	7.82435	21.3532	3.40888	24.1216	14.2182
gene:lp_2009	ISP1-5N	157.141	0	11.0285	41.5395	12.9631	93.3453	168.857	0	53.5328	56.6356	49.2241	17.3357	26.2576	36.8355	16.1649	50.2425	6.69839	34.7727	4.22182	4.99408	53.4505	53.9429	41.9123	97.3663	106.36	154.354	11.4735	5.15516	36.3905	67.6947	8.39043	11.8851	44.9364	17.7855	61.1041	12.6751
gene:lp_2010	lp_2010	13.8188	29.7442	0	0	0	12.6723	32.5209	0	0	0	0	0	0.840244	0	0	0	8.38755	0	15.0538	9.58863	0	0	0	0	0	20.8366	0	7.16745	0	3.09094	0	0	4.75718	0	0	0
gene:lp_2011	lp_2011	4.46729	29.7209	0	0	0	23.4095	38.0699	0	0	0	0	0	1.62978	0	0	0	17.7151	0	10.8561	10.677	0	0	0	0	0	27.0475	0	9.26825	0	4.69636	0	0	4.33403	0	0	0
gene:lp_2011a	lp_2011a	3.59865	4.22503	0	0	0	2.82865	8.28244	0	0	0	0	0	0	0	0	0	3.49481	0	9.04677	4.16173	0	0	0	0	0	29.3015	0	2.13317	0	1.69036	0	0	2.02721	0	0	0
gene:lp_2013	lp_2013	12.1645	9.99726	0	0	0	3.18721	12.7121	0	0	0	0	0	0	0	0	2.05859	5.31605	0	4.28129	3.93899	0	0	0	0	1.05951	30.3067	0	3.78562	0	3.75483	0	0	1.37051	0	0	0
gene:lp_2013a	lp_2013a	2.65747	3.12002	0	0	0	3.48141	9.25704	0	0	0	0	0	0	0	0	0	0.645196	11.005	1.33614	0.614656	0	0	0	0	0	33.6591	0	1.37836	0	3.20982	0	0	1.24751	0	0	0
gene:lp_2014	lp_2014	17.2735	0	0	0	0	1.69719	0.805859	0.374758	0	0	0	0	0	0	0	1.827	0	0	0.542806	0.499408	0	0	0	0	0	50.7892	0	0.319975	0	0	0	0	0	0	0	0
gene:lp_2015	lepA1	158.058	247.703	241.33	281.789	249.593	357.038	212.771	203.178	268.653	181.315	207.88	50.9873	69.7114	34.6687	74.1683	117.74	163.16	122.727	184.057	153.348	236.674	245.965	291.044	292.513	296.057	408.364	30.118	203.571	131.809	199.453	158.058	167.789	121.314	117.175	141.586	162.184
gene:lp_2016	dltD	1329.17	2116.8	1394.6	1102.85	1416.19	1740.96	2181.62	1625.32	812.168	2544.18	2647.92	114.269	126.185	186.771	270.477	814.002	156.528	545.729	114.066	138.803	735.087	882.633	1226.24	185.702	230.195	383.632	489.161	1347.05	579.994	2480.59	368.291	2183.06	3020.44	1604.24	3146.24	1320.48
gene:lp_2017	dltC1	2149.59	3231.05	2408.83	1704.76	2523.74	2957.44	2616.29	2016.29	1175.68	4184.55	4002.81	261.961	127.593	294.684	373.588	1160.26	239.201	944.935	261.083	273.256	854.755	1066.29	1523.75	263.118	303.872	497.615	763.628	1603.98	777.613	2748.79	721.44	2653.46	3638.16	1475.76	3795.1	1598.91
gene:lp_2018	dltB	1002.29	1597.62	1252.79	814.081	1298.69	1527.94	1485.09	1119.2	520.304	2073.2	2250.5	83.2112	65.0411	392.912	182.484	737.116	102.618	409.766	59.6148	92.6309	539.206	622.453	946.623	143.603	171.773	281.947	405.271	938.879	544.054	1467.19	281.518	1383.16	1776.53	769.958	2287.8	1009.26
gene:lp_2019	dltA	1069.67	1847.13	1381.38	1014.64	1463.67	2520.06	1451.09	1112.32	487.88	2204.33	2434.15	203.532	226.074	708.631	411.585	710.269	101.919	463.766	58.5249	88.1469	539.937	643.982	1068.67	169.648	179.092	328.821	94.6398	797.713	522.748	929.376	81.6037	1399.61	1674.37	567.808	1938.9	1028.06
gene:lp_2020	dltX	580.391	1034.29	794.791	618.446	809.429	1719.82	685.732	527.059	254.938	2513.38	2356.24	199.707	45.3732	636.517	197.858	350.784	36.9052	371.969	18.2383	26.3687	230.723	320.977	509.989	134.079	115.245	218.544	210.654	495.322	237.22	542.459	260.504	915.865	1061.61	218.761	1145.16	480.113
gene:lp_2021	pbpX2	1121.46	213.925	117.016	140.697	120.468	387.582	218.843	180.955	94.3222	172.429	201.088	82.7867	18.3268	507.427	179.628	343.961	10.6984	237.225	5.20651	9.07087	89.8331	109.903	183.833	47.0302	34.3118	271.732	7.24414	106.114	41.1641	78.6829	7.21685	146.32	142.815	39.246	220.606	72.0695
gene:lp_2022	ISP1-6N	124.957	0	7.33415	17.2569	10.4221	70.2948	135.643	0.212629	79.4693	21.9093	16.4682	35.409	31.2857	37.6192	53.6536	87.5924	9.22036	50.7322	10.4712	6.51709	97.8411	88.0965	84.9661	91.011	90.1633	216.977	5.49265	5.99103	72.7502	119.445	3.03048	23.7702	50.9533	12.8661	102.134	20.965
gene:lp_2023	ISP1-6C	158.398	0.400793	9.05069	42.0766	8.94806	111.804	104.39	0.118501	38.9571	27.8395	22.7033	29.6008	20.9231	20.9656	18.4011	76.2575	12.4321	33.9284	3.6044	9.1591	46.5413	44.4986	31.1311	69.3095	87.475	179.747	5.10187	5.0589	10.0921	61.0704	4.19319	12.2609	27.3072	10.0527	31.648	11.6841
gene:lp_2026	dnaJ	1464.4	1594.73	1425.16	1299.11	1339.11	825.103	877.152	703.994	921.751	1041.09	951.069	153.974	252.404	257.558	2036.01	996.459	1193.85	972.541	993.178	1152.75	1494.79	1595.82	1424.77	1141.71	729.978	579.317	230.374	962.613	695.954	743.68	1759.04	1431.67	770.36	496.126	685.349	969.838
gene:lp_2027	dnaK	9428.35	9325.45	9182.19	7856.08	8608.03	3637.01	3174.14	2517.1	2208.59	3386.33	3519.81	3828.65	4968.74	3082.12	13540.5	11816.7	10569.9	6765.16	8712.5	10451.4	9102.38	8939.97	6968.39	3849.88	2974.66	2753.26	804.465	2791.5	2722.61	1855.68	4951.21	4518.39	3314.49	1807.07	3219.39	3270.28
gene:lp_2028	grpE	4173.28	5978.59	5744.51	5370.34	5280.16	2158.14	1562.99	1074.43	720.215	2253.89	2366.02	1672.55	2036.12	1233.25	5976.48	5047.64	4903.99	3537.28	4494.87	5138.91	3441	3782.77	2895.55	1839.71	1239.11	1128.48	298.169	955.83	860.407	757.241	1980.75	2210.8	1373.8	636.009	1286.01	860.731
gene:lp_2029	hrcA	3346.99	4716.88	4989.2	4225.23	4696.17	1885.63	1425.75	884.773	451.416	1472.88	1653.72	588.217	739.017	891.672	5068.53	4305.63	4293.68	3290.9	5108.37	5058.94	3599.76	3703.85	2669.31	1542.65	1059.12	970.083	606.663	910.238	848.971	793.251	1549.36	1585.02	1301.98	553.037	1144.88	663.193
gene:lp_2030	aldB	294.452	252.004	367.457	352.065	387.113	209.869	342.246	358.376	162.167	361.321	344.977	68.4649	55.3072	145.477	439.521	6.47545	120.859	313.898	97.1096	96.0886	441.181	427.597	465.259	516.812	529.495	775.184	1.96067	271.047	225.992	303.42	8.76604	250.84	311.146	261.529	304.729	252.973
gene:lp_2031	ribC2	131.362	155.441	166.086	197.002	163.624	103.796	214.863	205.242	66.932	221.239	225.762	11.2111	25.4715	119.109	181.202	7.87689	109.114	137.068	110.251	90.312	253.105	260.282	308.455	249.848	229.008	305.063	2.62792	137.379	116.225	180.459	6.52902	92.5186	134.257	129.238	132.756	137.866
gene:lp_2032	truB	20.1898	66.8323	32.0163	47.4006	29.7876	51.283	92.9354	66.0937	19.1288	76.6285	87.294	0	5.72894	0	47.235	5.22001	19.6073	23.2248	12.83	11.8042	67.0969	72.6049	77.3038	40.0804	32.0439	41.8397	3.35266	42.6772	40.5341	29.9184	8.61102	27.7061	27.3278	32.9147	37.7324	46.1201
gene:lp_2033	aroI	3.97093	4.07934	26.9566	78.6604	33.0974	5.98242	7.10144	1.37842	6.17077	8.52197	7.02365	0	13.0383	15.2423	0	0	6.74861	24.6664	1.4974	2.75535	39.273	56.4422	46.3926	5.31922	1.90224	5.2506	0	1.98605	0.426576	15.1882	0.169361	5.12288	6.43114	8.99496	1.98634	2.50843
gene:lp_2034	tyrA	15.1025	6.92628	41.0699	105.263	55.0176	6.80111	9.65856	2.2936	6.84517	13.1671	6.67823	0	11.1918	14.4926	0	0	7.33338	25.4077	2.96615	4.69389	48.7347	62.6419	56.9321	7.17635	2.75414	5.12375	0	4.09149	1.13567	31.6694	0.161032	9.61198	11.0776	18.4172	2.83298	3.79441
gene:lp_2035	aroE	18.7496	7.02546	53.3093	88.9749	63.8405	11.1839	11.3652	4.43132	15.2598	6.27831	10.7253	0	11.4976	0	0	0.168776	5.03641	24.7803	3.71064	3.04489	53.5816	69.9006	64.605	5.66153	2.08476	5.49695	0.11924	9.39974	2.02274	59.1329	0.442372	13.0928	19.9631	26.6577	6.35239	5.95639
gene:lp_2036	lp_2036	14.7218	8.64211	52.4612	109.449	74.0177	12.6003	13.7362	3.91792	22.5255	11.9356	20.1371	0	6.44506	0	9.91936	0.415228	6.43363	48.7721	3.20749	4.76707	46.2372	55.4119	70.2984	6.82219	3.84673	8.94753	0	13.3081	4.38597	67.9655	0.418591	15.8018	24.9715	26.9814	10.228	5.41074
gene:lp_2037	aroF	15.059	7.54006	37.9744	83.7073	47.9657	12.6491	11.2958	5.76551	28.943	11.7232	12.2212	0	4.52439	0	10.445	0.187385	5.16157	27.5125	2.11555	4.40503	39.9422	54.8386	63.7197	10.07	3.35619	13.8705	0	13.882	3.8825	60.7785	0.0755611	14.384	23.8275	23.486	12.9609	6.05355
gene:lp_2038	lp_2038	19.9447	8.57202	44.6238	76.9269	55.0303	22.3959	15.375	6.36702	57.3329	16.5607	8.06345	0	2.33882	0	7.1992	0	7.78227	22.1234	2.86512	4.53071	62.9113	72.0016	75.2867	25.0405	4.65309	23.6704	0.106456	36.497	4.49936	52.9124	0.0911407	13.968	25.2126	19.5457	20.488	9.53108
gene:lp_2039	rbfA	680.694	585.203	834.741	587.687	776.834	312.973	556.088	521.358	531.024	753.977	643.164	84.6216	143.126	202.283	818.655	424.855	1132.32	654.704	892.042	1421.37	473.563	528.514	562.62	371.829	342.465	367.459	567.065	1203.76	788.034	1092.21	899.173	1418.56	1569.95	739.454	1148.05	895.966
gene:lp_2040	infB	1071.2	1073.62	1477.74	1167.04	1457.36	411.751	587.623	726.079	931.027	905.69	798.288	219.41	470.4	246.999	1106.29	757.089	1331.46	1264.93	858.329	1642.85	593.838	613.776	773.305	471.363	385.775	477.612	138.965	1065.79	898.899	897.851	204.138	1283.06	672.381	743.119	1135.16	936.307
gene:lp_2041	lp_2041	907.707	996.113	1336.09	1133.12	1396.71	421.08	478.354	535.389	962.51	925.552	758.431	244.739	274.933	364.021	827.261	650.556	1079.69	911.688	673.505	1395.21	461.402	450.89	577.799	418.138	349.132	388.447	652.979	783.877	768.584	575.46	729.209	1017.57	491.617	540.539	832.291	684.069
gene:lp_2042	lp_2042	549.298	708.791	949.17	832.367	973.063	337.627	508.228	529.458	808.589	659.856	609.836	199.707	243.251	53.0431	535.381	675.991	1167.13	622.332	749.941	1540.97	490.102	490.534	639.448	444.386	378.833	396.937	342.313	691.787	812.903	535.968	378.38	960.077	476.799	477.185	836.552	637.24
gene:lp_2043	nusA	355.256	567.944	577.278	567.854	637.035	238.331	358.415	300.434	494.069	433.707	468.678	58.4118	53.7053	143.713	295.268	396	831.731	290.711	467.936	1069.67	312.601	277.8	385.313	209.575	187.84	249.068	29.3762	200.182	374.485	132.783	25.8034	226.783	135.613	116.35	252.62	202.01
gene:lp_2044	rimP	260.733	454.071	395.574	444.434	419.65	228.853	368.161	301.975	346.823	390.912	393.537	0	41.6159	150.122	197.639	392.058	799.191	139.466	555.779	1155.61	334.35	319.273	356.903	223.087	185.933	203.678	84.4279	116.399	259.831	92.2178	41.8865	144.938	88.6361	81.3211	177.793	113.92
gene:lp_2045	polC	113.275	123.966	155.128	178.868	149.836	85.7642	205.75	160.484	79.8748	181.83	179.493	33.8516	20.6409	47.9527	112.097	88.7328	76.9928	108.443	54.4165	58.7898	179.621	200.509	235.613	138.981	121.94	168.145	6.06789	168.408	132.231	146.709	38.1476	92.5846	77.3665	133.725	128.116	155.956
gene:lp_2048	proS	240.314	406.137	327.016	329.411	352.086	411.692	731.173	500.308	477.786	480.4	493.349	48.1749	70.4257	69.7935	153.141	216.035	156.862	240.951	106.809	126.517	376.191	414.654	453.103	323.392	264.528	375.966	35.0547	506.482	385.757	571.437	107.225	332.178	243.635	422.827	359.872	264.003
gene:lp_2049	lp_2049	128.132	202.801	201.136	209.671	217.137	272.081	375.286	272.57	223.739	225.672	234.669	61.5294	32.5447	12.4514	102.453	157.654	91.6527	141.05	52.7006	77.5606	224.187	250.58	268.192	194.304	185.202	238.278	15.2711	256.13	232.918	267.736	55.2367	161.983	164.651	257.305	176.631	165.794
gene:lp_2050	cdsA	87.0269	163.325	122.357	141.629	125.063	199.344	270.342	164.607	148.794	125.455	137.605	19.056	15.6343	0	39.9803	115.757	64.1872	73.7166	45.0819	49.5595	151.164	156.926	164.476	135.099	133.108	144.253	7.29139	119.002	123.348	141.039	23.62	84.5565	92.1683	107.528	92.6718	86.1725
gene:lp_2051	uppS	76.4021	146.251	82.6724	123.611	85.2384	145.871	276.719	163.452	112.136	133.549	155.115	0	18.6631	20.4012	49.2407	117.771	62.1001	60.5275	36.9108	50.7091	180.941	195.84	186.168	125.699	114.747	133.342	13.5035	92.0052	78.3921	86.5314	30.4322	60.0654	55.4519	68.4057	71.5063	65.0121
gene:lp_2052	rrf	1216.5	1542.05	1613.25	1076.94	1489.17	1343.55	842.951	846.953	1763.02	1099.63	1114.21	404.991	601.02	451.43	826.472	438.869	593.375	719.129	714.194	639.454	1255.1	1316.99	1242.95	572.079	605.481	832.014	266.394	1207.53	914.852	1809.49	1160.96	1267.28	948.129	1153.03	1226.07	1076.81
gene:lp_2053	pyrH	718.894	1144.86	1011.43	822.014	987.318	883.007	721.818	650.99	1040.7	874.209	905.177	284.852	485.058	209.091	581.936	451.823	677.965	471.936	738.216	678.531	651.703	760.634	799.375	544.667	534.066	699.519	170.318	912.447	527.515	1175.02	528.604	920.379	600.928	753.411	764.386	581.104
gene:lp_2054	tsf	654.39	889.766	971.972	1344.99	1059.88	1289.01	2313.03	1150.16	708.011	1215.44	1169.56	153.359	244.761	199.138	343.6	559.948	829.738	422.359	780.307	753.1	2151.57	2011.52	1927.46	772.852	865.215	1131.71	587.676	942.103	1624.01	382.464	1344.35	1230.9	615.662	445.305	675.469	742.656
gene:lp_2055	rpsB	962.935	1715.11	1247.72	1961.87	1437.36	1860.15	5164.75	2773.21	1192.06	2562.2	2275.05	167.664	254.895	267.195	759.991	1161.92	1875.62	632.582	2403.42	2066.5	4649.78	4356.13	4278.87	1743.42	1579.56	2568.12	807.6	1646.92	1489.25	1003.62	1062.47	1029.39	706.315	629.726	888.131	978.347
gene:lp_2056	lp_2056	43.7214	69.8445	41.5301	137.984	44.6608	121.878	236.831	329.849	50.9497	224.577	152.638	77.6868	27.9791	44.0192	19.3174	38.5111	38.1094	83.1082	21.442	20.7223	303.747	295.976	301.957	138.204	105.19	202.563	22.2806	66.5973	38.0052	104.56	69.9426	36.5429	25.0331	23.5418	50.6125	35.3157
gene:lp_2057	ldhD	1378.77	4335.87	1362.29	2811.67	1433.5	3386.49	10414.8	5799.99	1853.18	3625.05	3856.45	599.721	974.04	461.937	1737.07	1095.1	978.548	1310.35	681.36	860.241	7266.05	7350.06	6129.67	3191.63	2271.07	2939.43	369.789	1290.62	1657.58	2788.04	4579.26	9315.62	1901.51	1176.67	1927	1018.48
gene:lp_2058	lp_2058	64.3524	81.5182	71.3308	79.5173	74.7611	90.9604	92.1734	127.565	40.7569	48.4582	129.401	0	8.64957	26.0015	39.9368	48.72	74.419	28.0519	52.7905	42.3028	116.521	133.355	131.654	140.524	92.1875	185.031	19.7412	36.7658	51.5203	81.5916	101.696	37.17	36.2512	55.1001	76.8051	67.2982
gene:lp_2059	lp_2059	51.8889	7.21428	69.632	8.01459	75.98	9.48099	12.8683	153.458	43.7451	12.2103	8.6949	19.7339	11.707	10.4828	48.303	57.1931	12.2664	28.2737	7.03717	6.94828	172.37	186.651	181.121	174.51	12.6069	191.245	26.1216	4.35065	37.1414	64.6439	88.6976	37.5343	3.46147	51.6693	77.1846	48.6966
gene:lp_2060	plsC	34.2211	71.7458	115.327	27.7373	96.2946	35.6516	85.198	199.329	91.6839	18.6518	20.1764	164.852	297.851	12.5102	46.6647	124.098	75.5671	26.9934	59.6062	61.8135	306.565	349.618	344.686	299.528	79.9798	439.111	37.0184	46.7888	57.2787	106.506	32.8744	60.6588	56.5323	66.6956	87.2888	59.1438
gene:lp_2061	lp_2061	131.191	161.728	276.294	222.019	242.323	266.967	907.05	788.225	299.009	231.495	230.5	252.794	1034.62	100.715	147.325	160.036	398.674	135.821	375.979	336.31	619.452	834.475	728.065	769.915	1261.49	759.613	146.397	351.082	202.378	709.252	354.185	872.275	312.446	226.709	458.461	288.299
gene:lp_2062	lp_2062	1418.59	553.902	1624.58	1481.48	1394.06	1145.04	632.733	913.472	679.675	838.721	756.184	561.676	595.523	2022.27	341.887	1480.78	1830.06	1001.45	2284.67	2054.06	1092.99	1280.02	1086.56	1434.44	1848.84	1734.65	741.549	580.755	735.376	1237.2	1254.82	1160.43	925.217	436.189	1192.94	710.993
gene:lp_2063	lexA	428.154	602.638	594.073	675.577	535.895	508.137	524.254	713.852	931.753	676.406	616.271	283.944	310.014	729.028	358.539	525.415	913.289	362.747	955.339	872.33	1667.11	1747.45	1513.35	596.382	681.588	585.844	158.563	1047.27	660.138	1418.33	281.56	869.357	2210.83	1333.49	1059.94	1143.63
gene:lp_2064	lp_2064	188.729	131.445	41.0363	52.5698	43.3943	142.48	69.2442	74.9516	19.8836	54.9193	54.3163	46.2285	24.5071	0	10.7766	29.7734	42.7144	211.948	25.733	39.9526	37.0795	33.9025	34.3681	113.493	140.699	332.807	0	70.8686	14.5699	46.5787	0	33.4543	45.6497	45.4518	33.8689	20.2068
gene:lp_2066	lp_2066	113.512	92.7092	27.084	84.0044	36.6908	85.3443	111.592	193.589	30.9398	136.514	148.4	17.831	14.1041	25.2586	11.0845	29.232	116.827	98.7829	113.317	79.5247	118.703	128.893	118.768	150.982	103.237	175.909	13.0307	74.4781	27.4983	139.478	12.6295	32.3161	50.5836	36.5026	35.8652	64.7141
gene:lp_2067	mvaS	176.721	301.342	197.448	225.646	201.537	247.876	167.536	169.506	94.5942	208.799	223.741	201.627	129.592	54.4032	253.664	298.129	275.176	99.0449	211.889	266.863	376.53	397.865	349.742	221.573	264.522	188.269	12.5768	130.123	86.2904	152.258	13.9032	131.589	173.778	98.5954	139.948	140.453
gene:lp_2068	lp_2068	50.1064	142.425	102.058	123.828	105.507	105.718	116.634	113.858	75.6581	162.243	147.4	28.584	53.8783	182.209	102.172	217.009	177.355	92.8284	145.19	174.145	204.73	239.666	200.411	147.224	156.652	90.296	0.788259	80.7999	44.7611	86.6229	0.899811	81.9254	122.437	66.1186	93.1115	54.5204
gene:lp_2069	lp_2069	6.59295	15.481	7.89401	12.3828	12.4305	19.6926	14.1077	15.7913	7.35565	14.1491	13.9937	0	3.84845	0	4.44226	13.9466	15.3665	32.763	14.5853	12.1993	11.6388	17.2403	14.3974	13.5576	17.9162	18.5364	0	11.4312	8.15899	9.37899	0	6.71371	19.065	14.2555	23.6352	1.51446
gene:lp_2071	lp_2071	102.871	120.454	22.8183	29.705	23.0206	69.7612	138.313	142.122	15.3438	234.151	289.571	7.95012	6.82364	8.44635	18.533	32.8162	29.116	38.7278	13.5529	19.0856	96.0018	113.12	119.074	71.3796	55.3886	201.602	1.47987	30.041	27.6568	45.8842	1.3139	14.2318	21.4858	25.7153	35.3603	31.9073
gene:lp_2074	lp_2074	5.42624	3.18536	0.966824	0	0	0	0	15.1473	0	12.9391	9.59777	0	0.329939	0	0	0	0	7.49031	0	0	18.0811	14.9597	19.0383	6.48287	0	12.2099	0	0	3.18659	4.91556	0	3.92021	0	0.931177	0	6.85549
gene:lp_2075	lp_2075	41.1066	41.5871	93.6874	0	98.7391	0	0	133.129	0	61.9407	60.9511	6.31984	20.4211	0	14.7325	0	1.38023	16.2985	1.09935	1.3149	70.3627	71.1675	50.7277	30.6193	0	33.02	0	0	18.5654	28.8748	0.111907	52.0537	0.0410573	38.0474	0	32.195
gene:lp_2076	lp_2076	28.1349	32.2639	73.7255	0	66.1947	0	0	116.686	0	37.9131	41.2001	0	15.7546	0	19.8387	0	0.635421	5.41912	1.97384	2.42137	48.9857	57.421	40.6359	30.4156	0	32.1929	0	0.0969622	15.2384	22.5234	0.279061	39.1217	0.245722	25.8024	0	21.6429
gene:lp_2077	lp_2077	19.6223	24.2594	48.1841	0	55.9864	0	0	125.883	0	40.197	41.6487	0	3.68782	0	9.01449	0	1.44364	2.46239	3.51282	2.06296	55.7729	58.8384	54.7703	33.1736	0.05179	40.0773	0	0	9.40258	15.8204	0.0507208	18.7993	0.0279133	19.4998	0	17.3125
gene:lp_2078	rodA1	5.13075	15.0595	13.4384	0	11.5022	0	0	24.4149	0	4.28208	4.23506	18.5372	18.2504	0	10.083	0	1.45329	1.77061	4.62191	4.0546	26.054	29.3066	25.359	7.33724	0	20.3228	0	0	14.2569	19.108	0	39.715	0	3.91809	0	6.58038
gene:lp_2081	lp_2081	37.5511	39.6786	81.3589	86.6912	66.1947	62.3122	49.0523	51.7057	13.9651	34.0261	44.2796	0	4.56655	0	8.43385	26.4783	12.7637	93.3032	8.18142	5.21121	124.86	150.019	91.624	33.1717	37.2854	109.235	25.4413	13.17	25.3868	37.1248	21.3542	39.6169	28.9097	32.7356	34.6458	19.5518
gene:lp_2082	lp_2082	43.5239	38.3247	36.7873	54.2847	34.0877	55.2365	38.7066	34.0528	15.6082	21.8921	38.4918	9.8281	3.96966	0	43.5306	19.5647	14.1994	59.141	10.5997	8.65116	78.6857	98.6163	71.4028	20.1398	22.5675	51.7286	11.5865	12.7486	16.1891	27.6541	14.7924	26.3437	25.0288	25.838	23.5291	13.8251
gene:lp_2083	lp_2083	101.259	33.2175	368.372	321.634	358.136	260.235	333.274	245.014	590.258	344.074	256.012	1764.65	936.583	388.678	100.334	127.89	184.382	55.4993	246.696	217.328	584.82	646.184	526.275	105.45	137.61	190.887	1024.61	159.657	262.088	530.988	326.697	160.244	430.607	303.58	208.441	162.649
gene:lp_2084	lp_2084	4.70319	14.0555	3.93095	7.52856	4.12898	3.92089	4.89366	5.19466	7.70054	8.25829	7.5626	0	0.623944	0	21.6065	19.898	19.9308	5.31182	5.37432	12.9549	16.0052	18.2531	14.8644	6.87285	6.51701	7.52807	8.81815	2.37605	2.93957	3.18466	3.4283	17.6511	2.60928	3.91809	2.53086	2.94644
gene:lp_2085	lp_2085	63.7792	139.361	61.9333	202.769	52.9558	94.4623	95.2704	116.233	156.151	88.0822	80.2209	12.8017	19.0671	68.004	319.319	82.8241	255.498	69.6983	263.887	226.193	263.863	301.218	281.883	426.661	40.6601	72.1883	57.1912	34.984	35.7799	37.5073	174.999	351.25	70.2765	41.4995	60.0409	55.5502
gene:lp_2086	apt	214.671	354.023	387.046	414.329	399.464	689.862	732.26	501.179	267.354	437.847	545.36	36.0742	39.7052	91.9822	111.005	147.005	186.175	235.685	175.455	177.362	987.501	1112.13	909.319	247.617	250.982	430.953	148.924	274.328	152.739	242.808	269.052	191.741	188.144	203.454	185.215	190.481
gene:lp_2087	recJ	137.479	151.776	240.655	189.104	256.553	276.895	191.034	149.749	105.601	156.404	167.708	54.4772	28.2329	51.0684	79.9321	99.3476	98.9494	111.109	69.6241	90.4704	347.066	421.679	414.613	123.677	146.916	187.076	43.8101	189.931	142.274	141.101	133.574	149.258	110.109	183.814	126.54	158.995
gene:lp_2088	lp_2088	124.015	171.601	221.28	184.572	243.732	357.425	123.703	111.595	108.713	176.376	201.597	0	16.1585	45.336	79.5809	79.3262	67.3872	110.05	43.4245	63.5144	265.967	315.286	299.319	148.912	144.406	185.762	43.2464	137.179	100.107	80.8399	164.093	118.14	85.3852	93.3358	87.2673	101.232
gene:lp_2089	lp_2089	73.2816	117.917	164.518	125.579	170.151	345.266	113.797	108.396	86.1391	172.247	144.895	52.007	17.4255	10.046	72.742	85.5369	76.2505	65.0295	44.9049	58.2642	266.847	313.288	314.171	110.624	154.952	178.86	21.5129	91.193	65.2835	46.7153	37.1709	54.0231	64.4406	78.2831	51.8762	76.7272
gene:lp_2090	elaC	83.5995	136.501	138.616	126.406	127.807	305.349	123.634	143.177	103.859	163.966	187.234	24.0032	23.2279	102.006	65.2812	84.0889	75.945	55.025	64.8584	77.7283	336.6	378.551	358.302	193.062	152.716	216.264	41.3709	90.0443	40.8709	55.8746	27.2964	40.3407	38.1011	54.6106	57.5115	49.7256
gene:lp_2093	lp_2093	16.3644	51.2341	30.3237	64.0324	30.9373	28.1078	245.886	299.806	4.34702	145.681	96.4828	0	17.2471	0	6.12564	36.9247	40.172	37.6487	37.0251	37.4293	638.103	623.692	554.461	115.463	174.522	141.723	0	125.296	30.7835	204.246	0.155099	33.9038	69.1384	108.96	18.3423	104.418
gene:lp_2094	cgtA	110.359	170.879	259.982	300.399	272.042	252.273	244.021	274.753	112.483	216.817	238.765	66.4534	51.3483	141.203	91.601	88.1359	105.233	132.467	143.944	105.615	380.787	506.794	503.717	250.089	236.471	379.834	315.403	225.079	241.263	228.171	227.769	105.48	94.4903	131.497	162.777	223.377
gene:lp_2095	fruR	98.0204	269.597	163.999	370.134	158.079	759.693	498.822	120.815	149.127	278.519	399.613	4.95305	15.5045	0	290.968	214.89	835.593	144.768	486.975	764.49	420.825	430.05	429.961	336.607	451.409	836.469	67.6119	17.4717	9.42529	6.89941	59.9316	21.0347	45.95	37.3354	111.607	53.4561
gene:lp_2096	fruK	91.4481	236.27	188.526	366.111	179.375	670.149	351.102	97.437	221.059	262.078	291.95	36.7108	35.0102	60.6702	159.747	160.967	531.623	172.987	295.599	560.12	229.02	250.886	315.23	197.665	271.498	595.517	7.59278	26.6855	14.3597	6.40157	9.72663	20.7795	50.1899	47.0211	107.96	55.239
gene:lp_2097	fruA	71.8853	215.477	274.011	400.902	260.642	568.006	512.13	112.679	378.259	233.575	341.298	117.967	65.3239	72.7725	103.79	166.213	593.777	176.65	528.044	633.761	433.759	461.335	560.688	137.905	264.411	355.136	39.4316	53.6349	29.9386	14.8068	36.8136	38.2642	105.588	111.403	173.075	93.4204
