		MRS broth		Tomato juice			Wheat flour hydrolyzate			Pineapple juice			Drosophila sp. Extract			Faecal extract						Bee Extract			Olive Extract			Cheese broth	MRS broth								
GeneSymbol	GeneName	WCFS1_MRS	LB16_MRS	TJ22	TJ20	TJ19	WFH19	WFH20	WFH1W	PJ16	PJ20	PJ1	DE12	DE12II	DE24	FEO3	FEO13	FEO17	FEV3	FEV11	FEV21	BEE1ST	BEE2ST	BEE3ST	OE1	OE2	OE3	CB5	FEV11_MRS	FEO3_MRS	DE12_MRS	CB5_MRS	OE1_MRS	WFH19_MRS	TJ22_MRS	PJ16_MRS	BEE1ST_MRS
gene:lp_1913	lp_1913	26.6827	52.7614	57.0505	51.9287	56.5077	55.929	136.887	357.33	121.316	55.2542	58.6218	40.5908	19.9814	0	85.1613	61.1971	211.053	34.8939	256.663	152.015	149.048	128.948	136.777	45.4536	83.9095	115.227	4.6174	117.064	68.6724	45.8929	87.0887	31.1138	96.1192	87.0477	273.969	35.1624
gene:lp_1914	lp_1914	29.1127	78.6141	42.3273	43.8574	52.212	50.5978	90.6063	312.523	81.9747	77.0568	78.2703	42.0731	13.8074	0	88.2711	86.2181	159.976	40.1868	202.485	134.447	98.1434	91.6039	90.1916	48.7646	45.5576	82.7971	11.8925	105.412	63.716	60.5598	74.9965	31.8494	61.6817	56.0543	176.533	25.5237
gene:lp_1915	lp_1915	8.59155	16.4577	13.4389	11.147	16.5314	23.6955	20.9551	23.2311	79.2061	21.3495	24.9542	0	0.824847	0	10.6637	7.07844	23.9331	1.87258	20.3481	24.0552	15.6286	18.1398	22.0402	18.4009	13.1545	15.9547	1.75707	17.5568	13.2904	16.5976	1.62001	4.54247	4.5851	8.47371	37.6234	6.59581
gene:lp_1916	lp_1916	71.1538	62.3793	138.122	75.0081	151.01	155.031	94.8686	117.079	30.1425	33.8223	36.7628	10.1477	14.0041	86.2489	74.1219	49.7103	72.3966	75.6034	55.1926	59.1169	158.507	161.777	216.636	149.173	359.286	237.686	73.5986	100.311	75.6322	143.553	212.191	32.3377	102.096	99.0975	128.009	117.423
gene:lp_1918	lp_1918	49.4289	58.0324	141.367	136.947	138.092	138.56	50.7154	56.3175	37.5271	84.787	87.2403	218.91	72.5195	146.889	137.874	133.118	108.135	52.824	113.171	107.688	204.214	208.211	310.358	1063.47	745.074	1854.99	55.4437	45.1313	37.6374	56.4215	63.1539	60.0471	58.9823	49.0879	48.9189	51.7044
gene:lp_1919	mntA	14.3377	15.6309	35.4242	20.0365	34.8503	92.6037	20.2296	25.5566	8.74177	7.97741	9.661	0	25.6557	13.9771	9.96728	21.2789	16.5209	14.1368	7.20881	9.00118	194.878	181.534	251.275	1099.33	782.974	1853.66	1.3605	8.80248	6.6303	9.16285	0.0582388	13.2474	6.92295	16.1686	8.36735	12.2068
gene:lp_1920	enoA2	13.6581	14.3848	21.9019	12.2605	20.8744	86.9381	20.0153	19.9755	3.84155	16.0926	12.5054	0	19.7848	0	6.76669	16.3156	13.5566	9.98127	5.15035	8.36218	158.406	160.353	186.921	876.097	735.7	1595.23	0	4.91125	1.86424	4.58249	0.0342661	5.38975	3.13038	5.37701	3.55	5.07519
gene:lp_1921	lp_1921	13.0016	10.6852	9.13389	6.54094	9.39538	21.3152	19.7796	13.8942	28.36	19.9304	19.7115	0	0.40657	11.4071	12.5147	5.34349	20.8336	3.07666	17.183	12.9739	29.4309	28.4793	32.2536	5.75607	17.3422	36.3994	4.44137	14.6982	10.982	5.48392	19.0755	2.73485	10.2886	10.3653	10.4368	12.5009
gene:lp_1922	lp_1922	72.5488	83.1486	31.7621	7.43487	31.5087	258.878	281.155	100.635	47.3536	117.802	93.6956	915.323	1121.31	0	100.869	176.854	637.734	147.834	587.968	526.043	204.393	184.328	203.09	1830.99	763.985	405.592	3.09786	298.388	40.279	1069.08	5.50084	227.877	366.843	50.3922	77.0931	41.6627
gene:lp_1923	dapE1	319.696	172.01	450.25	392.003	439.069	382.919	248.705	358.119	209.15	168.855	150.045	911.62	500.187	534.597	408.269	120.525	151.503	337.064	134.138	123.414	341.185	344.209	340.004	403.542	225.439	451.453	144.891	219.057	399.917	373.947	356.557	316.759	440.466	544.599	363.794	761.167
gene:lp_1925	nox3	92.1867	52.3185	69.478	75.1396	65.7722	46.462	17.8508	56.9047	72.4401	41.4086	37.9203	139.423	78.9964	112.858	86.6713	52.2186	21.0432	115.416	14.7058	19.693	46.3149	49.2054	63.9386	88.5494	28.5695	33.8041	81.1082	62.9739	79.3304	78.4037	115.341	56.8335	34.3906	104.947	92.4572	152.84
gene:lp_1926	lp_1926	26.8393	18.9874	24.5727	44.8354	28.7987	33.1774	21.4468	21.5598	46.2874	16.7384	25.8056	0	1.75748	10.5664	11.5923	18.9251	19.2145	2.8499	12.9754	17.9866	33.3727	31.1518	45.9867	19.6331	13.7263	16.2836	46.077	15.5526	13.5437	25.4448	47.6667	17.8987	27.5248	15.6597	20.6548	17.4681
gene:lp_1927	mutT	25.6538	14.0555	30.3506	39.6504	31.4589	28.6785	33.3514	21.8176	67.1923	17.1283	22.3853	0	11.231	0	17.2852	18.0891	29.0658	21.2473	20.8524	18.5918	30.3736	32.5253	37.1982	29.7205	21.4503	19.936	129.077	27.879	23.8105	44.7574	152.669	31.4778	41.5076	23.5966	36.3589	33.2948
gene:lp_1928	spx2	739.926	357.173	224.352	307.937	234.448	275.603	457.936	1146.65	7535.11	373.472	275.432	530.937	289.226	98.961	395.195	154.341	963.63	379.015	1038.62	971.683	809.498	934.391	872.99	452.878	229.829	307.794	93.2439	600.789	559.672	1204.34	138.218	316.196	910.004	267.711	976.041	386.423
gene:lp_1929	lp_1929	70.4228	72.5405	48.2966	50.6923	44.6051	26.1106	47.1117	95.0155	63.5334	42.7737	43.2441	28.8039	54.7775	40.8024	67.1464	41.0373	40.0022	60.5275	39.4161	47.6358	91.7069	93.445	88.3254	162.018	68.5126	47.4372	18.6666	24.3181	24.2085	54.3886	11.6742	29.6213	39.1719	28.0463	38.4395	36.7791
gene:lp_1930	lp_1930	86.777	54.3047	63.5382	127.331	61.1752	73.7861	80.0003	101.948	33.9246	102.486	87.4595	118.31	78.5489	175.972	27.5799	44.3329	19.4782	101.705	11.7308	8.8994	77.5704	85.7915	76.5149	51.3335	47.2028	86.7685	15.4159	85.1043	19.2068	138.213	41.5496	91.8137	83.3941	137.395	45.1139	55.0989
gene:lp_1931	lp_1931	85.7507	36.5767	98.9268	96.3153	91.2069	199.298	138.147	181.704	24.778	71.2725	80.9652	22.2887	16.0922	28.4159	67.5461	47.502	30.1802	99.6345	24.1161	28.6089	167.196	155.178	147.624	124.203	100.103	150.371	7.37585	91.6958	45.3563	145.24	23.3909	124.836	258.527	196.593	92.0118	117.336
gene:lp_1932	lp_1932	15.492	20.9167	21.5303	27.733	13.3577	52.1587	19.755	22.0485	7.28402	8.31178	12.6048	0	3.67371	11.8931	10.4383	12.7808	9.02696	12.8309	7.78915	6.98723	16.7221	18.4907	17.6596	30.9599	32.2489	22.3172	13.4287	14.98	19.5046	14.8656	25.9669	31.0185	20.2902	18.583	20.6651	23.0421
gene:lp_1933	thgA2	17.8692	12.9873	17.4657	21.4756	22.891	51.7238	18.7372	25.3285	9.08663	12.7829	10.2345	18.4458	8.69218	13.0648	34.4001	12.96	14.0481	17.6188	10.2679	7.67563	12.2163	16.6882	19.2508	36.6595	31.0535	26.4109	8.64755	14.4383	19.7444	13.0756	22.9363	32.1424	24.2865	16.2961	19.0121	12.6073
gene:lp_1934	lp_1934	20.3218	17.4682	14.742	16.6134	14.0177	30.4258	19.1871	16.187	5.43682	26.479	25.1612	0	0.529566	0	12.2255	1.22824	4.75765	6.01113	4.5614	3.86097	28.2491	28.8995	25.8659	14.5043	12.6429	18.1327	9.11134	11.1857	7.98378	9.88645	7.92439	15.131	7.29113	7.84654	8.1081	10.7533
gene:lp_1935	lp_1935	26.0618	17.078	17.8832	17.0753	19.2313	21.2794	14.4772	10.6773	16.8085	48.9938	31.7321	0	0	18.6116	53.0889	5.12843	6.7689	20.0793	3.6568	3.6448	19.6587	19.9312	24.618	18.783	13.4613	23.7891	6.15948	11.0925	21.3557	21.2299	6.51416	12.177	8.25109	10.5465	11.4197	17.8902
gene:lp_1936	lp_1936	12.1076	6.15986	7.07589	10.4227	6.49574	11.6318	7.23013	3.57246	6.30386	6.35165	5.13974	0	2.6503	0	24.4739	9.90337	2.54762	0	2.02918	3.54719	8.66978	7.2756	8.10828	5.2601	5.13217	4.32535	9.16811	2.45215	16.4403	4.54974	5.43934	7.77529	4.92592	2.99195	5.51812	6.48951
gene:lp_1937	lp_1937	7.14767	6.29384	6.62241	14.6833	2.73909	9.36379	5.03893	3.20483	5.50623	8.52197	9.27122	0	1.30383	0	0	2.52	4.62762	0	2.09635	0.826606	9.24816	8.49583	7.49219	3.96785	4.66914	5.05716	4.62898	1.76538	6.04031	1.35895	4.2679	4.99993	4.80937	3.67976	2.97951	3.42058
gene:lp_1938	lp_1938	16.8664	27.9962	21.1399	24.9194	16.9833	9.75264	35.5265	23.0659	6.30342	46.1822	35.3879	8.40517	5.94112	0	3.91876	13.0412	6.63662	19.268	4.09389	3.76658	45.4602	50.9833	62.1827	11.4545	14.5891	19.7923	10.952	10.7736	2.04929	4.05881	13.7422	17.3274	8.29994	14.9709	10.4249	16.633
gene:lp_1939	lp_1939	43.3209	74.6824	125.454	211.781	115.494	40.517	176.556	84.2789	87.1382	82.379	81.4744	7.92488	15.2044	58.9368	164.42	51.2721	105.31	127.169	96.9124	74.3245	308.143	297.762	350.675	70.9544	143.62	696.461	30.6507	252.161	46.3253	126.986	139.766	36.7872	123.82	128.056	43.8429	107.951
gene:lp_1941	nox4	118.963	101.185	143.715	148.942	142.777	107.501	106.119	153.643	33.9296	52.9579	56.5457	7.98402	29.4265	96.1335	57.0768	128.397	153.802	102.189	166.291	144.306	146.213	158.036	168.643	83.818	126.455	281.33	80.4738	76.1391	45.9588	61.9093	214.858	54.0531	129.603	136.33	111.646	105.457
gene:lp_1942	rrp6	4.27563	7.02777	14.8096	11.5438	13.37	17.7	16.7023	22.1144	3.8162	12.2345	17.5452	0	39.6204	0	17.2852	15.1949	17.2319	10.6236	12.0385	13.6472	18.0968	18.2955	22.7074	30.092	21.3013	37.4916	10.7351	7.54001	8.2308	11.0172	13.6403	8.11951	15.8162	13.119	11.1928	14.9286
gene:lp_1943	hpk6	11.7347	13.2262	20.1725	27.5502	21.3694	14.2662	18.599	21.3042	7.63091	12.0882	9.29871	57.6599	98.4661	0	6.32539	19.6601	12.5357	15.5505	15.8122	12.5938	21.6143	21.2476	23.8217	40.9888	18.2748	26.4595	10.5226	6.53863	3.99358	14.6148	6.00587	11.8205	11.1056	11.5509	9.43106	10.7284
gene:lp_1944	lp_1944	22.8521	25.6461	37.7949	72.5866	33.3807	18.4908	9.03063	21.7564	8.03438	9.61623	5.70638	359.395	673.585	41.2787	20.3791	15.6397	3.91637	36.1837	3.88624	5.59648	12.0796	10.7851	12.8575	21.8027	9.01529	12.6292	6.83055	3.43631	3.52348	12.1773	2.29329	6.98307	4.35416	7.68167	5.15521	7.10203
gene:lp_1945	lp_1945	28.0111	28.4333	40.8006	93.5067	35.6915	18.5009	9.65578	29.7274	8.83601	10.4365	15.6893	354.21	786.026	0	25.558	20.492	5.80895	21.7497	2.34727	4.18423	9.371	10.8091	12.7946	20.7893	6.15015	12.346	12.7333	4.54019	3.05924	11.0428	3.38493	7.42818	3.89004	8.47214	4.62193	5.96521
gene:lp_1946	lp_1946	6.64366	1.95001	8.52292	14.6228	14.5119	6.09247	7.54201	24.7917	1.85306	4.75263	7.05067	0	2.42378	0	0	7.02693	4.43572	0	3.34034	5.37824	6.18209	6.58064	9.86552	28.7429	12.2964	19.6499	8.93612	2.95362	1.99834	12.2597	4.53366	3.42839	2.8069	1.71014	6.23118	6.67671
gene:lp_1947	lp_1947	6.64366	5.85004	5.20845	5.19921	3.05514	7.54305	43.8057	27.0979	11.8243	14.2579	12.5345	0	0.807927	0	0	8.90078	6.18313	0	5.01052	4.60992	24.0218	31.587	40.0424	13.3893	12.1517	31.5169	19.8581	14.686	7.61274	18.8725	3.6836	0.990424	5.6138	10.7169	13.1086	9.79251
gene:lp_1948	lp_1948	6.64366	7.15005	5.9187	2.5996	2.80055	3.48141	21.2141	10.2818	4.05908	8.71316	27.4193	0	0	0	11.1911	8.90078	2.95715	18.3417	4.17543	2.56107	19.4294	16.0129	19.5376	21.8077	5.015	21.8846	22.5058	4.9227	4.56764	6.09271	11.4286	2.43797	2.8069	7.98067	6.46197	6.2316
gene:lp_1949	lp_1949	5.42218	5.45654	4.47167	2.72784	3.38395	4.87085	18.8877	12.9737	6.1729	11.6365	21.9214	11.1943	0.565187	0	2.60958	5.57113	4.70154	0	3.31039	4.29983	15.4041	15.6519	16.171	23.4443	13.4258	34.0688	23.1529	4.362	5.65834	11.4871	23.1918	2.71811	3.12717	9.65042	7.10361	5.51588
gene:lp_1953	lp_1953	88.8711	4.40873	0	258.604	3.45364	372.889	155.021	208.344	0	225.647	191.288	0	0.456655	38.437	67.4708	46.0722	103.325	82.9362	127.127	87.143	0	0	0	0.181266	306.242	0	0	526.151	250.964	0	0	0	562.564	0.515521	0	0
gene:lp_1954	lp_1954	4.03049	6.08404	10.7105	20.6149	14.1657	25.3447	47.671	33.0287	18.7212	6.17843	5.29584	8.32112	4.62134	17.681	17.4581	11.9364	137.835	16.6909	102.337	127.715	37.4128	36.2725	38.2744	31.8104	20.6618	68.3601	0.344206	11.1778	39.7347	22.1002	0.294688	24.0871	49.3017	17.0148	16.2251	23.2782
gene:lp_1955	lp_1955	3.44094	7.27177	11.0357	15.3491	13.6082	19.8343	35.7018	23.8292	10.9686	8.36918	10.7118	0	3.2639	21.1327	11.5923	17.1782	161.736	17.0994	107.091	149.464	38.7153	33.8103	35.4068	23.9683	20.1399	46.2645	0	13.156	56.0082	21.9814	0	15.9573	37.2812	14.5969	22.8924	21.7364
gene:lp_1956	lp_1956	54.3162	31.0235	47.3952	35.9011	53.1058	48.8482	32.3865	31.6368	36.9682	25.2038	25.9656	14.1436	4.64158	15.0264	115.398	39.5419	285.604	91.1887	186.984	278.423	69.6277	70.7167	67.4492	28.1681	25.3165	41.5801	0	65.3003	44.913	41.767	0	60.4692	38.9591	63.6348	42.4277	60.3611
gene:lp_1957	lp_1957	57.5784	57.3752	47.6918	34.3628	53.2895	43.4835	22.9944	21.7507	32.9294	18.691	23.6207	27.9702	4.76609	44.574	207.019	44.4212	249.63	140.26	148.154	238.82	52.073	59.8598	54.0986	22.282	18.7957	31.5849	0	45.89	53.2252	24.5132	0	34.7231	22.9409	45.2857	32.5938	42.4018
gene:lp_1958	lp_1958	60.8631	55.1239	37.0566	46.6097	52.1117	42.2209	25.0952	22.234	26.4225	24.8796	28.7074	0	3.17206	17.7997	165.988	46.3494	237.694	84.0146	151.694	229.526	55.787	67.4051	56.1007	24.2592	21.7597	25.1717	0	32.5129	35.2689	15.3639	0	28.9948	23.5646	32.1094	22.0847	23.5676
gene:lp_1959	lp_1959	74.409	59.2804	50.5694	66.2899	65.38	69.9763	22.812	15.7975	45.9558	34.219	51.7049	38.4052	4.84756	81.6047	277.539	56.7776	217.754	115.552	168.353	223.12	46.348	56.5935	45.6135	14.9126	14.2349	18.679	0.397161	21.9552	24.5511	9.89694	0	29.987	13.8474	17.7855	17.835	16.4819
gene:lp_1962	rpoD	1219.45	1133.82	873.072	932.793	921.99	1022.3	767.742	968.277	885.846	754.136	676.635	263.84	187.176	639.679	454.194	1410.9	1653.08	517.593	1539.75	1446.31	1083.21	1109.99	1186.75	675.262	703.119	972.928	1504.99	1018.13	1677.71	1334.07	1693.46	1005.37	761.043	690.742	1212.3	765.294
gene:lp_1963	dnaG	658.708	711.584	414.388	400.202	465.327	553.061	293.194	479.164	425.964	309.611	255.728	39.814	56.9879	241.105	303.498	1203.08	1209.17	319.443	1233.96	1187.49	401.114	381.106	465.72	254.775	340.204	310.325	351.617	636.215	824.303	647.433	364.083	385.573	296.341	362.546	700.961	397.61
gene:lp_1964	glyS	140.177	267.873	139.388	172.573	136.237	175.693	283.415	127.752	157.343	238.958	230.883	125.715	105.454	11.4481	107.177	124.499	32.0417	84.398	22.0559	27.7656	115.742	120.358	139.009	103.334	82.6284	134.948	20.0581	144.73	119.464	113.709	87.94	212.803	75.4646	101.441	135.576	138.248
gene:lp_1965	glyQ	50.669	179.141	73.496	148.697	92.805	127.779	248.097	111.428	99.3874	187	175.577	0	32.1393	17.681	60.1334	40.6812	23.9045	47.6883	17.9488	21.3081	113.218	112.981	116.332	86.3425	58.6755	112.478	16.8661	51.0254	57.9443	47.6777	87.9153	81.2147	35.8951	37.4088	59.908	58.8568
gene:lp_1966	recO	359.476	360.579	458.878	355.042	515.399	444.545	316.038	374.874	505.765	296.755	277.453	226.502	105.355	225.279	166.267	325.051	729.134	259.616	616.829	710.817	250.224	294.431	381.93	385.265	393.784	512.267	182.403	529.553	657.93	586.577	272.615	442.501	480.393	487.35	457.494	557.417
gene:lp_1967	era	356.302	344.026	499.505	422.603	518.154	511.583	304.79	381.338	472.754	285.472	306.941	148.297	78.8249	175.06	161.329	297.868	753.634	240.802	594.471	703.456	248.445	267.035	339.565	455.961	419.125	564.08	91.1635	475.042	579.34	554.226	137.229	360.593	507.618	461.307	384.026	349.448
gene:lp_1968	dgk	224.929	300.555	411.573	360.316	455.458	441.187	282.997	382.738	308.388	176.907	193.428	89.7963	52.1375	190.802	154.904	220.817	704.796	133.802	609.817	708.512	233.651	254.183	304.266	453.684	383.918	531.264	21.9153	390.692	393.442	484.237	48.1253	222.738	424.576	411.625	329.357	283.46
gene:lp_1969	lp_1969	337.913	413.208	583.305	508.19	606.178	611.836	277.148	356.488	394.556	321.278	399.479	39.0053	44.5067	348.095	218.226	226.548	644.793	210.127	573.203	668.707	262.571	281.668	321.007	420.873	369.449	509.32	29.3651	396.529	359.152	492.473	65.5681	206.206	464.129	424.517	350.033	289.779
gene:lp_1970	phoH	367.725	332.818	511.166	469.603	508.4	474.935	248.251	314.935	382.058	294.139	350.89	57.4311	38.6615	390.501	183.863	179.113	590.859	212.842	566.383	600.147	249.624	259.164	275.619	338.811	331.082	414.618	7.44372	423.467	283.919	430.93	12.3389	142.256	521.203	393.19	337.097	261.989
gene:lp_1972	lp_1972	4538.97	4663.75	5795.93	5453.53	6218.91	3685.19	4712.39	3480.39	6032.67	4896.82	5653.11	2445.74	3128.35	1899.52	3664.62	1285.32	2502.95	4122.78	3901.75	3271.26	4665.52	4455.33	4313.36	2043.94	1919.35	2278.81	5671.03	6315.97	2957.73	3927.94	3891.97	5164.07	3849.94	2855.05	3865.78	2114.23
gene:lp_1973	rpsU	3934.53	3932.1	5036.91	4145.5	5230.01	3285.18	5204.06	3650.26	4800.03	3975.77	4653.74	2020.84	2012.59	2231.18	2863.49	1316.6	3198.59	3360.89	6101.48	4517.82	4762.69	4799.39	4513.84	2284.28	2014.36	2477.3	6237.51	7582.5	2727.68	4781.2	5335.96	5652.58	3966.63	2834.39	3950.89	2729.01
gene:lp_1974	lp_1974	67.7021	62.029	67.1011	53.4776	68.377	64.9863	98.8677	128.324	94.9975	111.8	100.276	27.4323	51.7073	58.2891	10.6582	45.7754	64.8269	52.4047	69.9882	62.1973	51.7445	54.8386	75.4975	127.273	86.5776	160.326	8.13234	123.489	102.663	222.564	4.37175	53.1999	66.7122	154.271	134.725	92.075
gene:lp_1975	lp_1975	9.99295	8.79924	18.4663	21.7851	20.679	50.4948	31.2132	37.0422	34.6983	28.0838	21.7153	0	8.07259	0	14.4282	16.3071	11.4376	20.6912	5.20376	7.09902	24.4422	27.1492	27.8076	79.5406	40.5344	86.6315	0	15.3905	14.1087	23.3736	0.060886	9.23304	11.1245	27.1927	10.6519	14.1827
gene:lp_1976	nfo	72.2137	109.879	124.385	134.953	145.717	165.745	201.635	173.667	196.217	227.3	196.193	33.3958	46.368	17.7402	66.1733	65.7476	27.7715	26.3163	25.5609	23.5173	189.226	206.804	195.797	152.849	93.7922	207.173	1.55411	86.1258	102.325	165.53	2.26683	49.4483	59.1212	114.743	68.9223	59.1863
gene:lp_1977	tagB3	29.9051	54.7616	58.0234	73.0912	65.1685	81.6287	110.863	92.1885	88.0712	95.4702	112.422	6.45048	12.3757	13.7062	22.5556	52.4968	16.0382	18.4838	12.2307	15.692	74.1431	81.3924	96.7688	74.5594	55.5537	97.2871	33.2199	52.3205	56.6175	82.6047	33.8473	19.7471	22.2102	64.7539	44.096	37.9357
gene:lp_1978	lp_1978	29.578	62.16	172.901	138.883	180.902	154.064	135.855	112.889	49.1223	74.9028	78.6842	17.0982	31.2933	45.4136	17.9364	46.551	62.9066	63.6933	52.3473	47.3411	116.949	129.494	130.99	126.316	94.8556	133.879	25.285	60.2255	44.687	141.871	20.3355	32.4398	64.8706	93.5565	49.3677	42.94
gene:lp_1979	msrA3	24.3976	29.79	188.211	176.993	173.677	106.626	47.8355	49.3749	112.147	115.191	107.712	21.1554	23.4984	0	69.0432	47.8943	37.199	68.7035	30.4217	37.6954	79.1866	72.5952	79.4488	89.1768	51.255	50.869	0	45.0496	24.4898	54.8772	1.16543	22.6287	34.7259	65.0125	65.6586	30.4876
gene:lp_1980	aspS	273.089	392.737	315.315	474.256	370.447	368.791	694.5	294.301	398.305	369.88	346.436	604.288	538.759	128.401	162.242	159.581	64.4119	177.935	47.2667	68.6331	193.081	210.686	233.178	302.724	187.723	158.602	30.7717	417.923	120.766	198.982	263.94	357.346	135.643	179.874	242.412	255.924
gene:lp_1981	hisS	168.285	337.211	213.985	392.242	250.951	301.122	581.552	237.247	200.584	277.523	319.983	76.0009	95.7819	31.0557	99.4878	104.571	45.4735	142.395	29.8988	42.9467	122.177	131.869	161.485	261.278	150.027	133.809	14.268	175.319	69.6699	78.9112	118.945	187.1	87.0892	90.9267	127.72	72.1558
gene:lp_1982	lytH	111.698	156.938	103.098	166.586	98.3799	113.546	429.07	412.684	294.087	304.337	272.061	8.82098	29.171	140.574	123.379	92.1893	101.51	58.1359	84.3939	87.9522	223.292	262.207	290.306	166.883	181.018	272.238	15.8724	201.799	75.011	220.147	29.2085	71.7305	66.7044	123.493	100.196	83.0029
gene:lp_1983	lp_1983	63.3158	41.8594	27.6009	44.3783	31.2364	44.6141	80.8727	104.452	31.8421	25.0655	30.8791	0	4.70955	9.43827	43.4899	32.5089	25.3716	40.7302	10.972	16.6351	91.5867	89.8713	93.1618	82.8334	63.8208	65.7953	9.55448	59.3947	55.5757	62.9874	36.8622	50.2896	79.8185	64.8126	90.1982	84.229
gene:lp_1985	lp_1985	151.974	135.038	87.5375	78.963	92.418	86.1649	129.351	154.155	129.052	117.628	115.161	36.0049	18.7843	38.2522	282.575	64.6478	59.2774	206.344	30.2719	34.1902	146.692	158.511	155.6	187.25	140.613	221.524	13.6524	157.896	87.9271	202.007	31.3106	99.3662	90.9124	151.433	132.516	132.199
gene:lp_1986	dtd	584.286	510.406	619.924	509.645	646.132	576.208	387.75	510.777	400.957	461.931	483.925	142.408	104.89	249.196	578.03	257.987	310.733	902.557	301.931	237.034	526.185	526.61	526.374	689.416	608.262	966.046	60.6404	818.45	314.93	1017.29	126.182	380.083	478.366	601.006	428.646	626.338
gene:lp_1987	relA	329.934	364.157	365.565	351.896	381.145	355.721	361.073	402.319	218.829	288.817	310.864	46.2285	42.0956	164.883	371.022	253.46	234.985	505.269	174.847	167.526	411.567	444.285	437.266	562.682	391.946	708.387	34.0109	347.977	144.423	407.495	67.4352	177.129	220.397	307.623	232.739	261.271
gene:lp_1988	lp_1988	245.222	334.985	417.141	469.809	418.8	524.916	1040.9	1028.71	266.216	696.176	491.029	100.299	62.4557	213.12	228.618	292.32	537.702	332.115	475.731	360.287	1150.23	1308.28	1310.14	772.553	778.713	977.896	77.9074	653.321	246.133	1078.48	167.341	146.229	569.935	470.363	525.764	447.626
gene:lp_1989	rsmE	208.521	187.45	160.238	214.887	157.601	334.118	133.347	119.743	175.936	128.492	112.474	104.428	37.4093	84.5308	285.172	119.956	194.986	376.187	117.298	136.571	168.913	171.915	207.271	208.34	173.287	169.301	1.85131	97.0379	77.2996	104.181	5.92898	98.4426	107.321	174.595	133.395	129.153
gene:lp_1990	lp_1990	214.693	194.165	168.236	226.116	181.294	318.522	146.122	132.879	295.547	181.65	193.148	43.3118	44.9279	142.229	286.378	126.565	207.043	236.937	130.41	163.465	199.69	209.472	235.799	205.76	144.945	146.908	1.14012	114.989	73.8964	99.4926	0.883135	87.8446	153.735	137.627	130.563	103.578
gene:lp_1991	lp_1991	76.4971	48.2861	30.7772	76.2798	29.5039	118.103	40.9837	54.8217	179.477	56.4885	42.4831	11.8873	24.9072	12.6293	44.338	63.3361	90.0663	34.0631	58.5197	82.1882	66.3056	54.6694	65.5988	56.4022	45.9947	43.6767	9.83446	31.3881	32.7293	36.8153	16.1377	24.3927	43.4788	19.9028	52.2549	13.5097
gene:lp_1992	lp_1992	1009.7	624.085	474.794	731.641	404.129	916.831	651.998	1693.29	1659.53	718.481	629.957	386.031	416.441	1831.9	443.951	827.99	1967.62	479.341	2279.11	1740.62	861.858	803.095	848.064	487.916	1309.53	441.435	1452.59	879.569	308.069	1343.96	162.23	151.933	1149.95	396.415	1073.69	431.762
gene:lp_1994	lp_1994	299.17	279.113	192.278	171.413	166.237	183.366	1043.24	1302.77	1744.68	303.189	332.617	643.386	1726.18	437.469	65.9927	243.349	1039.36	162.239	2429.53	1731.14	952.38	895.523	994.437	1024.83	2065.51	2062.92	52.6955	282.106	187.32	361.233	32.0511	247.014	438.044	119.731	360.172	164.237
gene:lp_1995	lp_1995	177.553	0.403987	0	0	0	0	0	0	0	0	0	0	3.76604	0	0	0	1.0025	11.3996	0	0	0	0	0	0	0	223.803	0	0	0	0	0	0	0	0	0	0
gene:lp_1997	lp_1997	0	0	0	0	0	0	0	0.277598	0	0	0	0	0.583503	0	0	0	0	0	0	0	0	0	0	0	0	14.2472	0	0	0	0	0	0	0	0	0	0
gene:lp_2000	lp_2000	58.6408	0	0	0	0	0	0	0	0	0	0	0	0.46508	0	0	0	0.309504	7.91872	0	0	0	0	0	0	0	156.23	0	0	0	0	0	0	0	0	0	0
gene:lp_2001	lp_2001	19.4631	0	0	0	0	0	0	0	0	0	0	0	0.887582	0	0	0	0	0	0	0	0	0	0	0	0	38.0951	0	0	0	0	0	0	0	0	0	0
gene:lp_2002	lp_2002	1913.26	0	0	0	0	0.202952	0	0.0672211	0	0	0	0	10.456	0	0	0.655427	1.50449	163.594	0	0.537479	0	0.3069	0.202984	0.280434	0	1027.29	0	0	0	0	0	0	0	0	0	0
gene:lp_2003	lp_2003	1986.92	0	0	0	0.42252	0.120368	0	0.199339	0	0	0	0	12.9053	0	0	0.388724	1.33844	123.66	0	0.106257	0	0.136513	0.441417	0.23285	0.0800266	1213.01	0	0	0	0	0	0	0	0	0	0
gene:lp_2004	lp_2004	2236.47	0	0	0	0	0	0	0	0	0	0	0	9.18486	0	0	1.77522	2.20725	179.555	0	0	0	0.0692698	0.244347	0.35446	0	1223.38	0	0	0	0	0	0	0	0	0	0
gene:lp_2005	ISP1-5C	197.412	0	10.1753	39.3124	17.832	48.4911	83.3269	0	12.3609	0	0	0	44.37	0	0	87.9944	8.13079	14.5985	11.9639	14.2688	15.1831	20.9506	28.3293	22.2069	60.0265	429.571	0	2.74265	16.814	57.482	5.86369	7.88296	24.8229	24.1374	16.0174	1.82198
